gene_id	gene_name	gene_type	seqnames	start	end	gene_length	strand	scr_1	scr_2	Elf3kd_1	Elf3kd_2
252	ENSMUSG00000001864.13	Aif1l	protein_coding	chr2	31950139	31973442	23303	+	16001	13239	12072	11485
253	ENSMUSG00000001870.16	Ltbp1	protein_coding	chr17	75005568	75392512	386944	+	7364	7702	3823	3897
254	ENSMUSG00000001891.16	Ugp2	protein_coding	chr11	21321138	21371201	50063	-	9419	6360	6676	6540
255	ENSMUSG00000001909.16	Trmt1	protein_coding	chr8	84686307	84699808	13501	+	2579	3041	2278	2397
256	ENSMUSG00000001910.5	Nacc1	protein_coding	chr8	84670479	84687902	17423	-	5816	6373	3936	4148
257	ENSMUSG00000001911.16	Nfix	protein_coding	chr8	84699876	84800344	100468	-	869	1354	850	813
258	ENSMUSG00000001918.17	Slc1a5	protein_coding	chr7	16781340	16798274	16934	+	1846	2856	965	1005
259	ENSMUSG00000001924.15	Uba1	protein_coding	chrX	20658326	20683179	24853	+	40238	43514	32060	32033
260	ENSMUSG00000001930.17	Vwf	protein_coding	chr6	125546774	125686679	139905	+	35	30	18	22
261	ENSMUSG00000001942.8	Siae	protein_coding	chr9	37555698	37649655	93957	+	689	1027	650	742
262	ENSMUSG00000001946.14	Esam	protein_coding	chr9	37528078	37538319	10241	+	13	10	2	6
263	ENSMUSG00000001948.10	Spa17	protein_coding	chr9	37603290	37613722	10432	-	20	41	47	38
264	ENSMUSG00000001962.8	Fam50a	protein_coding	chrX	74313033	74320149	7116	+	3414	3475	2991	3106
265	ENSMUSG00000001964.14	Emd	protein_coding	chrX	74254687	74261548	6861	+	3290	4040	2666	2552
266	ENSMUSG00000001983.7	Taco1	protein_coding	chr11	106066061	106073612	7551	+	577	669	563	494
267	ENSMUSG00000001988.9	Npas1	protein_coding	chr7	16455721	16477728	22007	-	70	68	70	84
268	ENSMUSG00000001995.9	Sipa1l2	protein_coding	chr8	125418063	125569808	151745	-	412	701	713	641
269	ENSMUSG00000001998.15	Ap4e1	protein_coding	chr2	127008717	127067909	59192	+	1961	1627	1805	1938
270	ENSMUSG00000001999.15	Blvra	protein_coding	chr2	127070665	127097084	26419	+	1120	1804	847	891
271	ENSMUSG00000002006.12	Pdzd4	protein_coding	chrX	73793359	73824969	31610	-	60	103	60	75
272	ENSMUSG00000002007.5	Srpk3	protein_coding	chrX	73774405	73778925	4520	+	2	24	4	5
273	ENSMUSG00000002010.17	Idh3g	protein_coding	chrX	73778963	73786897	7934	-	4880	5686	3948	3931
274	ENSMUSG00000002014.12	Ssr4	protein_coding	chrX	73787028	73790830	3802	+	3342	4131	2736	2758
275	ENSMUSG00000002015.5	Bcap31	protein_coding	chrX	73686178	73716175	29997	-	10350	10143	8814	9041
276	ENSMUSG00000002017.10	Fam98a	protein_coding	chr17	75537086	75551946	14860	-	5022	6450	4183	4083
277	ENSMUSG00000002020.15	Ltbp2	protein_coding	chr12	84783212	84876532	93320	-	16	16	148	117
278	ENSMUSG00000002028.13	Kmt2a	protein_coding	chr9	44803355	44881296	77941	-	6499	4417	4642	4510
279	ENSMUSG00000002031.13	Ift46	protein_coding	chr9	44767908	44793447	25539	+	1871	1662	1470	1453
280	ENSMUSG00000002032.17	Tmem25	protein_coding	chr9	44793769	44799307	5538	-	15	18	13	13
281	ENSMUSG00000002043.17	Trappc6a	protein_coding	chr7	19508395	19516145	7750	+	684	699	673	682
282	ENSMUSG00000002052.6	Supt6	protein_coding	chr11	78206746	78245987	39241	-	9512	10724	10969	10579
283	ENSMUSG00000002055.9	Spag5	protein_coding	chr11	78301529	78322457	20928	+	3101	5208	884	905
284	ENSMUSG00000002057.4	Foxn1	protein_coding	chr11	78357577	78386558	28981	-	578	162	526	503
285	ENSMUSG00000002058.13	Unc119	protein_coding	chr11	78343482	78349164	5682	+	458	382	429	428
286	ENSMUSG00000002059.18	Rab34	protein_coding	chr11	78188430	78192193	3763	+	4128	4931	2225	2366
287	ENSMUSG00000002064.10	Sdf2	protein_coding	chr11	78245746	78255496	9750	+	2419	2615	2938	3068
288	ENSMUSG00000002068.16	Ccne1	protein_coding	chr7	38097984	38107534	9550	-	1006	2079	444	385
289	ENSMUSG00000002076.12	Hsf2bp	protein_coding	chr17	31944769	32036349	91580	-	61	73	22	19
290	ENSMUSG00000002083.13	Bbc3	protein_coding	chr7	16308393	16318205	9812	+	1399	1030	1933	1967
291	ENSMUSG00000002100.15	Mybpc3	protein_coding	chr2	91118144	91136516	18372	+	8	1	25	28
292	ENSMUSG00000002102.15	Psmc3	protein_coding	chr2	91054009	91066369	12360	+	10635	12422	7475	7437
293	ENSMUSG00000002103.16	Acp2	protein_coding	chr2	91202885	91214098	11213	+	2225	2332	1836	1916
294	ENSMUSG00000002104.11	Rapsn	protein_coding	chr2	91035620	91045729	10109	+	23	21	25	16
295	ENSMUSG00000002105.15	Slc39a13	protein_coding	chr2	91061791	91070417	8626	-	1411	1482	1813	1607
296	ENSMUSG00000002107.18	Celf2	protein_coding	chr2	6539694	7509563	969869	-	3904	4923	2040	2160
297	ENSMUSG00000002108.10	Nr1h3	protein_coding	chr2	91184061	91202834	18773	-	590	761	382	327
298	ENSMUSG00000002109.14	Ddb2	protein_coding	chr2	91211572	91236982	25410	-	197	223	142	113
299	ENSMUSG00000002111.8	Spi1	protein_coding	chr2	91082390	91115756	33366	+	41	18	4	11
300	ENSMUSG00000002129.11	Sf3a1	protein_coding	chr11	4160350	4182541	22191	+	5728	7882	4426	4252
301	ENSMUSG00000002147.18	Stat6	protein_coding	chr10	127642986	127660957	17971	+	5487	5658	4679	4806
302	ENSMUSG00000002204.9	Napsa	protein_coding	chr7	44572380	44586862	14482	+	8	1	8	11
303	ENSMUSG00000002205.16	Vrk3	protein_coding	chr7	44748413	44777515	29102	+	1802	1379	1484	1430
304	ENSMUSG00000002210.11	Smg9	protein_coding	chr7	24399619	24422778	23159	+	1140	1188	529	589
305	ENSMUSG00000002221.11	Paxip1	protein_coding	chr5	27740080	27791691	51611	-	2931	4133	1822	1732
306	ENSMUSG00000002222.14	Rmnd5a	protein_coding	chr6	71388634	71440637	52003	-	7279	2815	3373	3498
307	ENSMUSG00000002227.15	Mov10	protein_coding	chr3	104794836	104818563	23727	-	4350	3234	3537	3374
308	ENSMUSG00000002228.7	Ppm1j	protein_coding	chr3	104781056	104786018	4962	+	11	7	22	10
309	ENSMUSG00000002233.13	Rhoc	protein_coding	chr3	104788375	104794459	6084	+	20605	10797	19992	20225
310	ENSMUSG00000002249.21	Tead3	protein_coding	chr17	28331671	28350817	19146	-	1495	1495	2372	2300
311	ENSMUSG00000002250.16	Ppard	protein_coding	chr17	28232700	28301474	68774	+	3149	3646	3095	2691
312	ENSMUSG00000002257.8	Def6	protein_coding	chr17	28207778	28228608	20830	+	5	13	7	6
313	ENSMUSG00000002265.17	Peg3	protein_coding	chr7	6703892	6730431	26539	-	89324	42534	38634	38946
314	ENSMUSG00000002266.17	Zim1	protein_coding	chr7	6671269	6696450	25181	-	1	8	3	4
315	ENSMUSG00000002274.13	Metrn	protein_coding	chr17	25793221	25797136	3915	-	631	1671	476	431
316	ENSMUSG00000002279.19	Lmf1	protein_coding	chr17	25579085	25662826	83741	+	1153	1283	1496	1629
317	ENSMUSG00000002280.11	Ciao3	protein_coding	chr17	25773776	25783332	9556	+	1383	1579	1084	977
318	ENSMUSG00000002289.16	Angptl4	protein_coding	chr17	33773750	33781830	8080	-	587	436	329	323
319	ENSMUSG00000002297.16	Dbf4	protein_coding	chr5	8396973	8422716	25743	-	4400	6836	1275	1338
320	ENSMUSG00000002307.16	Daxx	protein_coding	chr17	33909414	33915590	6176	+	1546	2115	1359	1447
321	ENSMUSG00000002308.16	Cd320	protein_coding	chr17	33843091	33849774	6683	+	892	1286	974	981
322	ENSMUSG00000002319.16	Ipo4	protein_coding	chr14	55625400	55635957	10557	-	1565	2854	1414	1414
323	ENSMUSG00000002320.15	Tm9sf1	protein_coding	chr14	55635965	55643806	7841	-	2324	2430	1727	1720
324	ENSMUSG00000002325.15	Irf9	protein_coding	chr14	55603571	55610030	6459	+	417	256	350	312
325	ENSMUSG00000002326.6	Gmpr2	protein_coding	chr14	55671941	55679200	7259	+	238	291	199	192
326	ENSMUSG00000002329.7	Mdp1	protein_coding	chr14	55657879	55660508	2629	-	683	727	653	733
327	ENSMUSG00000002332.16	Dhrs1	protein_coding	chr14	55739020	55745690	6670	-	1074	1270	1217	1161
328	ENSMUSG00000002341.8	Ncan	protein_coding	chr8	70093085	70120873	27788	-	1	1	5	1
329	ENSMUSG00000002342.17	Tmem161a	protein_coding	chr8	70172356	70183681	11325	+	1245	1717	1409	1262
330	ENSMUSG00000002343.11	Armc6	protein_coding	chr8	70220172	70234466	14294	-	616	814	388	359
331	ENSMUSG00000002345.18	Borcs8	protein_coding	chr8	70139499	70147319	7820	+	670	590	592	620
332	ENSMUSG00000002346.16	Slc25a42	protein_coding	chr8	70184340	70212305	27965	-	186	219	142	124
333	ENSMUSG00000002365.10	Snx9	protein_coding	chr17	5841329	5931954	90625	+	6833	7511	5956	5786
334	ENSMUSG00000002372.9	Ranbp3	protein_coding	chr17	56673294	56711764	38470	+	5001	6666	3380	3270
335	ENSMUSG00000002379.7	Ndufa11	protein_coding	chr17	56717767	56722141	4374	+	1714	2017	1627	1671
336	ENSMUSG00000002393.14	Nr2f6	protein_coding	chr8	71374123	71381960	7837	-	2282	2081	2185	2239
337	ENSMUSG00000002395.14	Use1	protein_coding	chr8	71366848	71369732	2884	+	1177	1331	1339	1264
338	ENSMUSG00000002396.8	Ocel1	protein_coding	chr8	71371298	71379361	8063	+	827	660	788	759
339	ENSMUSG00000002409.18	Dyrk1b	protein_coding	chr7	28179469	28187294	7825	+	1028	454	745	762
340	ENSMUSG00000002413.15	Braf	protein_coding	chr6	39603237	39725463	122226	-	2404	2006	1650	1768
341	ENSMUSG00000002416.13	Ndufb2	protein_coding	chr6	39592574	39603382	10808	+	750	786	671	724
342	ENSMUSG00000002428.12	Hltf	protein_coding	chr3	20057811	20118490	60679	+	2564	3061	1262	1345
343	ENSMUSG00000002455.14	Prpf6	protein_coding	chr2	181591868	181655660	63792	+	5638	5111	4265	4186
344	ENSMUSG00000002458.13	Rgs19	protein_coding	chr2	181688419	181693977	5558	-	147	215	249	217
345	ENSMUSG00000002459.17	Rgs20	protein_coding	chr1	4909576	5070285	160709	-	96	238	310	308
346	ENSMUSG00000002475.16	Abhd3	protein_coding	chr18	10642092	10706771	64679	-	11	10	13	6
347	ENSMUSG00000002477.5	Snrpd1	protein_coding	chr18	10617775	10642079	24304	+	2599	3834	716	876
348	ENSMUSG00000002486.15	Tchp	protein_coding	chr5	114707760	114722327	14567	+	597	737	445	460
349	ENSMUSG00000002489.16	Tiam1	protein_coding	chr16	89787111	90143769	356658	-	532	1121	199	222
350	ENSMUSG00000002496.10	Tsc2	protein_coding	chr17	24595816	24632630	36814	-	4362	5173	5069	4810
351	ENSMUSG00000002500.15	Rpl3l	protein_coding	chr17	24727820	24736143	8323	+	1	9	1	2
352	ENSMUSG00000002504.15	Slc9a3r2	protein_coding	chr17	24639286	24650327	11041	-	2917	3267	2495	2382
353	ENSMUSG00000002524.17	Puf60	protein_coding	chr15	76070182	76080924	10742	-	9653	10802	6432	6647
354	ENSMUSG00000002546.16	Golga2	protein_coding	chr2	32287384	32307921	20537	+	4524	4282	4315	4270
355	ENSMUSG00000002550.16	Uck1	protein_coding	chr2	32255002	32260159	5157	-	1384	1505	780	729
356	ENSMUSG00000002578.18	Ikzf4	protein_coding	chr10	128630843	128669358	38515	-	18	5	13	12
357	ENSMUSG00000002580.7	Mien1	protein_coding	chr11	98437708	98438991	1283	-	1654	1336	1508	1391
358	ENSMUSG00000002588.13	Pon1	protein_coding	chr6	5168090	5193946	25856	-	2	2	3	12
359	ENSMUSG00000002602.16	Axl	protein_coding	chr7	25757273	25788705	31432	-	59464	67165	70590	67721
360	ENSMUSG00000002603.15	Tgfb1	protein_coding	chr7	25687002	25705077	18075	+	2379	1652	2778	2938
361	ENSMUSG00000002608.8	Ccdc97	protein_coding	chr7	25711106	25719088	7982	-	2967	2983	2601	2526
362	ENSMUSG00000002617.14	Zfp40	protein_coding	chr17	23173869	23193252	19383	-	154	183	193	165
363	ENSMUSG00000002625.10	Akap8l	protein_coding	chr17	32321424	32350607	29183	-	1179	1504	1072	1115
364	ENSMUSG00000002635.11	Pdcd2l	protein_coding	chr7	34184499	34196661	12162	-	658	877	584	677
365	ENSMUSG00000002658.9	Gtf2f1	protein_coding	chr17	57003405	57011288	7883	-	5811	7765	4301	4356
366	ENSMUSG00000002660.8	Clpp	protein_coding	chr17	56990305	56996188	5883	+	3243	3691	2526	2369
367	ENSMUSG00000002661.14	Alkbh7	protein_coding	chr17	56997339	56999322	1983	+	290	510	243	263
368	ENSMUSG00000002664.2	Pspn	protein_coding	chr17	56999457	57000018	561	-	14	23	23	20
369	ENSMUSG00000002668.8	Dennd1c	protein_coding	chr17	57065905	57078514	12609	-	180	75	68	59
370	ENSMUSG00000002679.14	Med6	protein_coding	chr12	81573557	81595008	21451	-	796	847	626	593
371	ENSMUSG00000002718.14	Cse1l	protein_coding	chr2	166906040	166946389	40349	+	10780	17985	5117	5396
372	ENSMUSG00000002728.14	Naa20	protein_coding	chr2	145902099	145916425	14326	+	1852	1768	1490	1498
373	ENSMUSG00000002731.6	Prkra	protein_coding	chr2	76629898	76648015	18117	-	926	1236	869	903
374	ENSMUSG00000002732.14	Fkbp7	protein_coding	chr2	76663044	76673116	10072	-	223	583	430	458
375	ENSMUSG00000002733.8	Plekha3	protein_coding	chr2	76675281	76696828	21547	+	3969	2987	4781	4709
376	ENSMUSG00000002741.9	Ykt6	protein_coding	chr11	5955693	5967780	12087	+	8307	8667	6951	7091
377	ENSMUSG00000002748.7	Baz1b	protein_coding	chr5	135187264	135246129	58865	+	13145	15993	7384	7392
378	ENSMUSG00000002763.16	Pex6	protein_coding	chr17	46711463	46725541	14078	+	1879	1865	1482	1420
379	ENSMUSG00000002767.13	Mrpl2	protein_coding	chr17	46646229	46650139	3910	+	1537	2317	1621	1535
380	ENSMUSG00000002768.8	Mea1	protein_coding	chr17	46678793	46683111	4318	+	2338	2193	2080	2164
381	ENSMUSG00000002769.9	Gnmt	protein_coding	chr17	46725664	46729168	3504	-	4	15	6	9
382	ENSMUSG00000002771.12	Grin2d	protein_coding	chr7	45831883	45878378	46495	-	172	192	178	186
383	ENSMUSG00000002778.14	Kdelr1	protein_coding	chr7	45872772	45883732	10960	+	5517	5427	4713	4713
384	ENSMUSG00000002781.19	Tmem143	protein_coding	chr7	45896941	45917413	20472	+	227	499	420	414
385	ENSMUSG00000002791.17	Pdxk-ps	transcribed_unprocessed_pseudogene	chr17	32076083	32107350	31267	-	4	5	3	2
386	ENSMUSG00000002797.9	Ggct	protein_coding	chr6	54982580	54992950	10370	-	142	390	186	192
387	ENSMUSG00000002799.6	Jag2	protein_coding	chr12	112907819	112929776	21957	-	514	777	441	394
388	ENSMUSG00000002803.14	Btbd6	protein_coding	chr12	112976482	112978945	2463	+	730	824	777	720
389	ENSMUSG00000002804.4	Nudt14	protein_coding	chr12	112934291	112942124	7833	-	484	581	431	461
390	ENSMUSG00000002808.7	Epdr1	protein_coding	chr13	19591706	19619927	28221	-	3177	4221	4037	4013
391	ENSMUSG00000002812.4	Flii	protein_coding	chr11	60714123	60727263	13140	-	12827	14185	12989	12404
392	ENSMUSG00000002814.15	Top3a	protein_coding	chr11	60740058	60777365	37307	-	1213	1641	841	883
393	ENSMUSG00000002820.6	Atg4d	protein_coding	chr9	21265293	21277772	12479	+	1032	1002	691	724
394	ENSMUSG00000002825.8	Qtrt1	protein_coding	chr9	21411837	21420274	8437	+	732	1000	581	591
395	ENSMUSG00000002831.14	Plin4	protein_coding	chr17	56100591	56109803	9212	-	41	36	35	46
396	ENSMUSG00000002833.11	Hdgfl2	protein_coding	chr17	56079634	56100607	20973	+	3530	5482	3102	3047
397	ENSMUSG00000002835.9	Chaf1a	protein_coding	chr17	56040439	56072289	31850	+	3526	6743	996	1051
398	ENSMUSG00000002844.9	Adprh	protein_coding	chr16	38444030	38452703	8673	-	2203	1997	1555	1422
399	ENSMUSG00000002845.14	Tmem39a	protein_coding	chr16	38558698	38592162	33464	+	993	554	690	578
400	ENSMUSG00000002846.9	Timmdc1	protein_coding	chr16	38498347	38522663	24316	-	1086	1295	1018	1020
401	ENSMUSG00000002847.7	Pla1a	protein_coding	chr16	38396117	38433145	37028	-	2584	691	2839	2765
402	ENSMUSG00000002870.8	Mcm2	protein_coding	chr6	88883474	88898780	15306	-	6544	11715	2690	2676
403	ENSMUSG00000002871.14	Tpra1	protein_coding	chr6	88902251	88912238	9987	+	1844	1257	1764	1621
404	ENSMUSG00000002881.14	Nab1	protein_coding	chr1	52457294	52500679	43385	-	7401	6673	2770	2667
405	ENSMUSG00000002885.14	Adgre5	protein_coding	chr8	83723251	83741326	18075	-	1964	2780	2588	2672
406	ENSMUSG00000002897.5	Il17ra	protein_coding	chr6	120463247	120487559	24312	+	1689	1934	1378	1389
407	ENSMUSG00000002900.16	Lamb1	protein_coding	chr12	31265234	31329644	64410	+	2720	2770	2696	2465
408	ENSMUSG00000002908.17	Kcnn1	protein_coding	chr8	70842049	70863258	21209	-	68	143	129	146
409	ENSMUSG00000002910.11	Arrdc2	protein_coding	chr8	70835129	70839720	4591	-	111	76	91	142
410	ENSMUSG00000002944.15	Cd36	protein_coding	chr5	17781690	17888801	107111	-	22	14	122	110
411	ENSMUSG00000002948.19	Map2k7	protein_coding	chr8	4238740	4247897	9157	+	1478	1555	1447	1394
412	ENSMUSG00000002949.15	Timm44	protein_coding	chr8	4259731	4275913	16182	-	2009	2616	1650	1602
413	ENSMUSG00000002957.11	Ap2a2	protein_coding	chr7	141562173	141633011	70838	+	20489	16622	14413	14028
414	ENSMUSG00000002963.17	Pnkp	protein_coding	chr7	44857139	44862992	5853	+	1088	1794	1017	970
415	ENSMUSG00000002968.9	Med25	protein_coding	chr7	44876765	44892712	15947	-	3604	3592	3857	3642
416	ENSMUSG00000002980.14	Bcam	protein_coding	chr7	19756131	19771016	14885	-	546	146	178	154
417	ENSMUSG00000002981.10	Clptm1	protein_coding	chr7	19631571	19665033	33462	-	11885	11284	9516	9497
418	ENSMUSG00000002983.17	Relb	protein_coding	chr7	19606217	19629438	23221	-	3773	1576	2862	2785
419	ENSMUSG00000002984.17	Tomm40	protein_coding	chr7	19701313	19715438	14125	-	3436	6426	3316	3158
420	ENSMUSG00000002985.16	Apoe	protein_coding	chr7	19696109	19699188	3079	-	85	180	31	37
421	ENSMUSG00000002996.17	Hbp1	protein_coding	chr12	31926254	31950535	24281	-	3301	1466	2330	2526
422	ENSMUSG00000002997.15	Prkar2b	protein_coding	chr12	31958476	32061296	102820	-	3255	4245	2382	2537
423	ENSMUSG00000003031.14	Cdkn1b	protein_coding	chr6	134920401	134925513	5112	+	3999	3289	4276	4222
424	ENSMUSG00000003032.8	Klf4	protein_coding	chr4	55527143	55532466	5323	-	1061	2782	1252	1178
425	ENSMUSG00000003033.15	Ap1m1	protein_coding	chr8	72240018	72257385	17367	+	3469	3076	2823	2837
426	ENSMUSG00000003037.16	Rab8a	protein_coding	chr8	72161200	72183904	22704	+	3798	3665	3255	3316
427	ENSMUSG00000003038.15	Hmgn2	protein_coding	chr4	133964738	133968650	3912	-	41	168	13	14
428	ENSMUSG00000003039.9	Fam32a	protein_coding	chr8	72219730	72224418	4688	+	2046	2127	1964	2035
429	ENSMUSG00000003051.13	Elf3	protein_coding	chr1	135253575	135258568	4993	-	630	846	42	40
430	ENSMUSG00000003062.13	Stard3nl	protein_coding	chr13	19357676	19395795	38119	-	2036	2126	970	963
431	ENSMUSG00000003068.16	Stk11	protein_coding	chr10	80115803	80130682	14879	+	4010	4745	3590	3631
432	ENSMUSG00000003070.6	Efna2	protein_coding	chr10	80179482	80190010	10528	+	85	90	71	65
433	ENSMUSG00000003072.15	Atp5d	protein_coding	chr10	80138632	80145818	7186	+	8690	9810	7429	7346
434	ENSMUSG00000003099.11	Ppp5c	protein_coding	chr7	17004640	17027924	23284	-	2627	5414	2699	2608
435	ENSMUSG00000003119.14	Cdk12	protein_coding	chr11	98203059	98278504	75445	+	3327	3898	3181	3048
436	ENSMUSG00000003123.15	Lipe	protein_coding	chr7	25379527	25398710	19183	-	227	187	204	195
437	ENSMUSG00000003131.7	Pafah1b2	protein_coding	chr9	45962859	46012690	49831	-	11340	11427	10622	10853
438	ENSMUSG00000003134.10	Tbc1d8	protein_coding	chr1	39371492	39478755	107263	-	267	276	190	203
439	ENSMUSG00000003135.15	Cnot11	protein_coding	chr1	39534992	39546889	11897	+	2462	2845	2162	2263
440	ENSMUSG00000003154.15	Foxj2	protein_coding	chr6	122819914	122845366	25452	+	1317	1338	1186	1169
441	ENSMUSG00000003161.15	Sri	protein_coding	chr5	8046078	8069379	23301	+	4933	4271	2136	2049
442	ENSMUSG00000003166.20	Dgcr2	protein_coding	chr16	17839482	17898562	59080	-	4147	3259	2973	3055
443	ENSMUSG00000003184.15	Irf3	protein_coding	chr7	44997648	45002848	5200	+	1481	1664	1325	1388
444	ENSMUSG00000003190.12	Bcl2l12	protein_coding	chr7	44991222	44998712	7490	-	157	135	141	115
445	ENSMUSG00000003198.10	Zfp959	protein_coding	chr17	55892093	55898928	6835	+	496	397	393	346
446	ENSMUSG00000003199.16	Mpnd	protein_coding	chr17	56005711	56016790	11079	+	2261	3289	2440	2600
447	ENSMUSG00000003200.10	Sh3gl1	protein_coding	chr17	56016750	56036635	19885	-	6812	6118	4990	4897
448	ENSMUSG00000003208.9	Yju2	protein_coding	chr17	55959099	55968285	9186	+	589	822	441	436
449	ENSMUSG00000003226.7	Ranbp2	protein_coding	chr10	58446920	58494356	47436	+	18038	22830	13415	13183
450	ENSMUSG00000003228.9	Grk5	protein_coding	chr19	60889749	61095968	206219	+	566	488	1010	985
451	ENSMUSG00000003233.12	Dvl3	protein_coding	chr16	20516982	20534010	17028	+	4442	2871	2268	2125
452	ENSMUSG00000003234.16	Abcf3	protein_coding	chr16	20548577	20561379	12802	+	2380	2994	2009	1965
453	ENSMUSG00000003235.13	Eif2b5	protein_coding	chr16	20498817	20509323	10506	+	6855	7830	4474	4638
454	ENSMUSG00000003269.17	Cyth2	protein_coding	chr7	45806637	45814581	7944	-	5276	5300	4991	5146
455	ENSMUSG00000003271.17	Sult2b1	protein_coding	chr7	45729983	45784669	54686	-	273	423	209	212
456	ENSMUSG00000003273.14	Car11	protein_coding	chr7	45699843	45704682	4839	+	5	2	14	7
457	ENSMUSG00000003279.17	Dlgap1	protein_coding	chr17	69969073	70821413	852340	+	39	78	46	33
458	ENSMUSG00000003282.9	Plag1	protein_coding	chr4	3900996	3938423	37427	-	8	15	21	22
459	ENSMUSG00000003283.14	Hck	protein_coding	chr2	153108468	153151441	42973	+	7	3	10	14
460	ENSMUSG00000003299.10	Mrpl4	protein_coding	chr9	21002738	21008839	6101	+	919	1514	833	777
461	ENSMUSG00000003308.15	Keap1	protein_coding	chr9	21229730	21239361	9631	-	1993	2596	1550	1508
462	ENSMUSG00000003316.14	Glg1	protein_coding	chr8	111154421	111259216	104795	-	8830	8736	9417	9508
463	ENSMUSG00000003341.9	Atp8b3	protein_coding	chr10	80519584	80539124	19540	-	18	5	8	11
464	ENSMUSG00000003344.14	Btbd2	protein_coding	chr10	80642617	80657071	14454	-	1224	1039	1384	1472
465	ENSMUSG00000003345.16	Csnk1g2	protein_coding	chr10	80622838	80640749	17911	+	6589	7021	7006	7257
466	ENSMUSG00000003346.14	Abhd17a	protein_coding	chr10	80583654	80590341	6687	-	2659	3395	2406	2418
467	ENSMUSG00000003348.10	Mob3a	protein_coding	chr10	80685253	80701977	16724	-	2929	1824	2686	2654
468	ENSMUSG00000003352.14	Cacnb3	protein_coding	chr15	98630840	98644529	13689	+	5287	5220	4184	4238
469	ENSMUSG00000003354.6	Ccdc65	protein_coding	chr15	98708207	98723336	15129	+	7	11	25	18
